strategy_id,strategy_stage,shadow_mode,symbol,asset_class,regime,trade_type,side,qty,status,price,intended_price,slippage_bps,confidence,fee,realized_pnl,unrealized_pnl,cycle_pnl,equity,cash_balance
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,633.33,633.44,1.79,0.75,0.32,0.0,-0.23,-0.54,99999.46,101266.35
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,631.77,631.89,1.79,0.75,0.32,0.0,2.66,2.57,100002.03,102529.58
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,1,FILLED,633.87,633.98,1.8,0.75,0.16,0.0,-5.84,-8.66,99993.37,103163.29
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,INTRADAY,BUY,6,FILLED,218.95,218.91,1.78,0.75,0.33,0.0,-2.17,3.34,99996.71,101849.24
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,INTRADAY,BUY,6,FILLED,219.67,219.63,1.78,0.75,0.33,0.0,7.28,9.12,100005.83,100530.91
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,219.9,219.87,1.78,0.75,0.33,0.0,-0.92,-8.53,99997.3,99211.15
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,219.26,219.22,1.78,0.75,0.33,0.0,-5.31,-4.72,99992.58,97895.26
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.81,218.77,1.79,0.75,0.33,0.0,-12.55,-7.57,99985.01,96582.09
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.78,218.74,1.78,0.75,0.33,0.0,-3.84,8.39,99993.4,95269.1
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.38,218.35,1.78,0.75,0.33,0.0,-15.36,-11.85,99981.55,93958.46
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.52,218.48,1.78,0.75,0.33,0.0,-10.55,4.49,99986.04,92647.0
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,219.06,219.02,1.78,0.75,0.33,0.0,12.25,22.47,100008.51,91332.31
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,219.09,219.05,1.78,0.75,0.33,0.0,15.29,2.71,100011.21,90017.42
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.68,218.64,1.78,0.75,0.33,0.0,-9.66,-25.28,99985.94,88705.04
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.64,218.6,1.78,0.75,0.33,0.0,-4.28,5.04,99990.98,87392.88
