strategy_id,strategy_stage,shadow_mode,symbol,asset_class,regime,trade_type,side,qty,status,price,intended_price,slippage_bps,confidence,fee,realized_pnl,unrealized_pnl,cycle_pnl,equity,cash_balance
core_momentum_v1,PAPER_SHADOW,True,FX:EURINR,FOREX,MEAN_REVERSION,SWING,BUY,3,FILLED,533.92,533.83,1.76,0.75,0.4,0.0,-0.28,-0.68,99999.32,98397.83
core_momentum_v1,PAPER_SHADOW,True,CRYPTO:BTCUSDT,CRYPTO,MEAN_REVERSION,SWING,BUY,2,FILLED,959.87,959.71,1.75,0.75,0.48,0.0,-1.8,-2.0,99997.32,96477.61
core_momentum_v1,PAPER_SHADOW,True,MCX:GOLD,EQUITY,MEAN_REVERSION,SWING,BUY,2,FILLED,703.51,703.39,1.76,0.75,0.35,0.0,-6.38,-4.93,99992.38,95070.23
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,INTRADAY,SELL,10,FILLED,198.14,198.17,1.76,0.75,0.5,0.0,2.63,8.52,100000.9,97051.1
core_momentum_v1,PAPER_SHADOW,True,FX:EURINR,FOREX,MEAN_REVERSION,SWING,BUY,3,FILLED,535.44,535.34,1.76,0.75,0.4,0.0,3.14,0.11,100001.02,95444.39
core_momentum_v1,PAPER_SHADOW,True,MCX:GOLD,EQUITY,MEAN_REVERSION,SWING,BUY,2,FILLED,705.83,705.7,1.75,0.75,0.35,0.0,-6.6,-10.09,99990.92,94032.38
core_momentum_v1,PAPER_SHADOW,True,FX:USDINR,FOREX,MEAN_REVERSION,SWING,SELL,2,FILLED,915.76,915.92,1.79,0.75,0.46,0.0,-15.38,0.47,99981.68,95863.44
core_momentum_v1,PAPER_SHADOW,True,FX:USDINR,FOREX,MEAN_REVERSION,SWING,SELL,2,FILLED,908.97,909.14,1.8,0.75,0.45,0.0,36.42,7.17,100033.03,97680.94
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,INTRADAY,BUY,9,FILLED,200.25,200.21,1.77,0.75,0.45,-18.98,58.1,2.25,100035.28,95878.27
core_momentum_v1,PAPER_SHADOW,True,FX:EURINR,FOREX,MEAN_REVERSION,SWING,BUY,3,FILLED,538.5,538.4,1.77,0.75,0.4,0.0,43.41,-15.1,100020.18,94262.38
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,INTRADAY,BUY,10,FILLED,199.98,199.95,1.78,0.75,0.5,-1.84,90.41,19.86,100064.84,92262.07
core_momentum_v1,PAPER_SHADOW,True,FX:EURINR,FOREX,MEAN_REVERSION,SWING,BUY,3,FILLED,540.71,540.61,1.79,0.75,0.41,0.0,52.94,0.83,100026.97,90639.53
