strategy_id,strategy_stage,shadow_mode,symbol,asset_class,regime,trade_type,side,qty,status,price,intended_price,slippage_bps,confidence,fee,realized_pnl,unrealized_pnl,cycle_pnl,equity,cash_balance
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,301.54,301.48,1.77,0.75,0.45,0.0,-0.32,-0.77,99999.23,98190.33
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,301.92,301.86,1.76,0.75,0.45,0.0,1.64,0.11,100000.73,96378.39
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,LOW_VOLATILITY,SWING,BUY,8,FILLED,225.96,225.92,1.78,0.75,0.45,0.0,-8.2,-10.28,99990.45,94570.27
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,725.77,725.9,1.79,0.75,0.36,0.0,-3.16,-3.94,99995.12,96021.45
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,301.93,301.87,1.76,0.75,0.45,0.0,0.8,3.51,99998.63,94209.44
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,724.84,724.97,1.78,0.75,0.36,0.0,22.91,-7.71,100020.38,95658.75
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,302.55,302.5,1.77,0.75,0.45,0.0,19.39,4.55,100016.41,93842.97
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,721.27,721.4,1.8,0.75,0.36,0.0,6.29,-13.46,100002.94,95285.16
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,721.54,721.67,1.8,0.75,0.36,0.0,-35.85,7.07,99960.44,96727.87
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,720.69,720.82,1.8,0.75,0.36,0.0,16.89,21.82,100012.82,98168.89
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,6,FILLED,301.33,301.39,1.78,0.75,0.45,-3.9,13.89,-7.35,100005.47,99976.44
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,722.29,722.42,1.8,0.75,0.36,0.0,-2.52,14.74,99988.7,101420.65
