strategy_id,strategy_stage,shadow_mode,symbol,asset_class,regime,trade_type,side,qty,status,price,intended_price,slippage_bps,confidence,fee,realized_pnl,unrealized_pnl,cycle_pnl,equity,cash_balance
core_momentum_v1,PAPER_SHADOW,True,MCX:GOLD,EQUITY,MEAN_REVERSION,SWING,SELL,6,FILLED,303.89,303.94,1.76,0.75,0.46,0.0,-0.32,-0.78,99999.22,101822.86
core_momentum_v1,PAPER_SHADOW,True,FX:EURINR,FOREX,MEAN_REVERSION,SWING,SELL,5,FILLED,342.35,342.41,1.79,0.75,0.43,0.0,3.89,3.79,100003.01,103534.18
core_momentum_v1,PAPER_SHADOW,True,MCX:GOLD,EQUITY,MEAN_REVERSION,SWING,SELL,6,FILLED,301.84,301.89,1.77,0.75,0.45,0.0,10.4,-4.83,100009.06,105344.78
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,4,FILLED,475.35,475.26,1.77,0.75,0.48,0.0,4.96,-5.92,100003.15,103442.91
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,4,FILLED,475.95,475.87,1.78,0.75,0.48,0.0,4.42,-2.27,100002.13,101538.62
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,4,FILLED,476.47,476.38,1.77,0.75,0.48,0.0,6.24,1.34,100003.48,99632.27
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,3,FILLED,539.62,539.53,1.79,0.75,0.4,0.0,-17.47,-25.21,99979.36,98012.99
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,4,FILLED,476.3,476.21,1.78,0.75,0.48,0.0,-21.4,-4.41,99974.95,96107.33
core_momentum_v1,PAPER_SHADOW,True,NSE:NIFTY50-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,4,FILLED,474.81,474.73,1.78,0.75,0.47,0.0,-32.41,2.54,99963.47,94207.6
core_momentum_v1,PAPER_SHADOW,True,NSE:BANKNIFTY-INDEX,EQUITY,MEAN_REVERSION,SWING,BUY,3,FILLED,539.94,539.84,1.82,0.75,0.41,0.0,-33.85,-30.95,99961.62,92587.39
